work_candidate_id	family_id	provisional_short_label	author_original	author_normalized	year	title_original	title_normalized	publication_details	language	script	translation_relevance	evidence_raw_references	review_status	notes
work-raw-iob4-397-a-bed-b-622-6	fam-raw-iob4-397-a-bed-b-622-6	iob4 397 a bed b 622 6								latin	unknown	IOB4-397/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-397-b-bed-b-622-6	fam-raw-iob4-397-b-bed-b-622-6	iob4 397 b bed b 622 6								latin	unknown	IOB4-397/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-398-bed-b-622-6	fam-raw-iob4-398-bed-b-622-6	iob4 398 bed b 622 6								latin	unknown	IOB4-398 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-399-a-bed-b-622-6	fam-raw-iob4-399-a-bed-b-622-6	iob4 399 a bed b 622 6								latin	unknown	IOB4-399/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-399-b-bed-b-622-6	fam-raw-iob4-399-b-bed-b-622-6	iob4 399 b bed b 622 6								latin	unknown	IOB4-399/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-399-c-bed-b-622-6	fam-raw-iob4-399-c-bed-b-622-6	iob4 399 c bed b 622 6								latin	unknown	IOB4-399/c BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-399-c-bed-b-666-1a	fam-raw-iob4-399-c-bed-b-666-1a	iob4 399 c bed b 666 1a								latin	unknown	IOB4-399/c BED B 666-1a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-399-d-bed-b-651-1	fam-raw-iob4-399-d-bed-b-651-1	iob4 399 d bed b 651 1								latin	unknown	IOB4-399/d BED B 651-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-400-a-bed-b-622-6	fam-raw-iob4-400-a-bed-b-622-6	iob4 400 a bed b 622 6								latin	unknown	IOB4-400/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-400-b-bed-b-622-6	fam-raw-iob4-400-b-bed-b-622-6	iob4 400 b bed b 622 6								latin	unknown	IOB4-400/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-401-bed-b-622-6	fam-raw-iob4-401-bed-b-622-6	iob4 401 bed b 622 6								latin	unknown	IOB4-401 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-402-a	fam-raw-iob4-402-a	IOB4-402/a								latin	unknown	IOB4-402/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-402-b-bed-b-567-7	fam-raw-iob4-402-b-bed-b-567-7	iob4 402 b bed b 567 7								latin	unknown	IOB4-402/b BED B 567-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-403-a-bed-b-622-6	fam-raw-iob4-403-a-bed-b-622-6	iob4 403 a bed b 622 6								latin	unknown	IOB4-403/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-403-b-bed-b-622-4	fam-raw-iob4-403-b-bed-b-622-4	iob4 403 b bed b 622 4								latin	unknown	IOB4-403/b BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-404-bed-b-623-1	fam-raw-iob4-404-bed-b-623-1	iob4 404 bed b 623 1								latin	unknown	IOB4-404 BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-405-a-bed-b-622-6	fam-raw-iob4-405-a-bed-b-622-6	iob4 405 a bed b 622 6								latin	unknown	IOB4-405/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-405-b-bed-b-622-6	fam-raw-iob4-405-b-bed-b-622-6	iob4 405 b bed b 622 6								latin	unknown	IOB4-405/b} BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-405-c-bed-b-622-6	fam-raw-iob4-405-c-bed-b-622-6	iob4 405 c bed b 622 6								latin	unknown	IOB4-405/c} BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-405-d-bed-b-622-6	fam-raw-iob4-405-d-bed-b-622-6	iob4 405 d bed b 622 6								latin	unknown	IOB4-405/d BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-406-a-bed-b-622-6	fam-raw-iob4-406-a-bed-b-622-6	iob4 406 a bed b 622 6								latin	unknown	IOB4-406/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-406-b-bed-b-622-6	fam-raw-iob4-406-b-bed-b-622-6	iob4 406 b bed b 622 6								latin	unknown	IOB4-406/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-407-b-bed-b-622-6	fam-raw-iob4-407-b-bed-b-622-6	iob4 407 b bed b 622 6								latin	unknown	IOB4-407/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-408-bed-b-622-6	fam-raw-iob4-408-bed-b-622-6	iob4 408 bed b 622 6								latin	unknown	IOB4-408 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-409-a-bed-b-622-6	fam-raw-iob4-409-a-bed-b-622-6	iob4 409 a bed b 622 6								latin	unknown	IOB4-409/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-409-b-bed-b-622-6	fam-raw-iob4-409-b-bed-b-622-6	iob4 409 b bed b 622 6								latin	unknown	IOB4-409/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-411-bed-b-624-6	fam-raw-iob4-411-bed-b-624-6	iob4 411 bed b 624 6								latin	unknown	IOB4-411 BED B 624-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-412-a-bed-b-622-6	fam-raw-iob4-412-a-bed-b-622-6	iob4 412 a bed b 622 6								latin	unknown	IOB4-412/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-412-b-bed-b-622-6	fam-raw-iob4-412-b-bed-b-622-6	iob4 412 b bed b 622 6								latin	unknown	IOB4-412/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-413-bed-b-622-6	fam-raw-iob4-413-bed-b-622-6	iob4 413 bed b 622 6								latin	unknown	IOB4-413 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-414-a-bed-b-622-6	fam-raw-iob4-414-a-bed-b-622-6	iob4 414 a bed b 622 6								latin	unknown	IOB4-414/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-414-b-bed-b-622-6	fam-raw-iob4-414-b-bed-b-622-6	iob4 414 b bed b 622 6								latin	unknown	IOB4-414/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-415-bed-b-622-6	fam-raw-iob4-415-bed-b-622-6	iob4 415 bed b 622 6								latin	unknown	IOB4-415 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-416-a-bed-b-622-6	fam-raw-iob4-416-a-bed-b-622-6	iob4 416 a bed b 622 6								latin	unknown	IOB4-416/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-416-b-bed-b-622-6	fam-raw-iob4-416-b-bed-b-622-6	iob4 416 b bed b 622 6								latin	unknown	IOB4-416/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-416-c-bed-b-622-6	fam-raw-iob4-416-c-bed-b-622-6	iob4 416 c bed b 622 6								latin	unknown	IOB4-416/c BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-417-bed-b-622-6	fam-raw-iob4-417-bed-b-622-6	iob4 417 bed b 622 6								latin	unknown	IOB4-417 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-419-a-bed-b-622-6	fam-raw-iob4-419-a-bed-b-622-6	iob4 419 a bed b 622 6								latin	unknown	IOB4-419/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-419-b-bed-b-622-6	fam-raw-iob4-419-b-bed-b-622-6	iob4 419 b bed b 622 6								latin	unknown	IOB4-419/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-420-a-bed-b-623-1	fam-raw-iob4-420-a-bed-b-623-1	iob4 420 a bed b 623 1								latin	unknown	IOB4-420/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-420-b-bed-b-623-1	fam-raw-iob4-420-b-bed-b-623-1	iob4 420 b bed b 623 1								latin	unknown	IOB4-420/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-421-a-bed-b-622-4	fam-raw-iob4-421-a-bed-b-622-4	iob4 421 a bed b 622 4								latin	unknown	IOB4-421/a BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-423-bed-b-622-6	fam-raw-iob4-423-bed-b-622-6	iob4 423 bed b 622 6								latin	unknown	IOB4-423 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-424-bed-b-622-6	fam-raw-iob4-424-bed-b-622-6	iob4 424 bed b 622 6								latin	unknown	IOB4-424 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-425-a-bed-b-622-6	fam-raw-iob4-425-a-bed-b-622-6	iob4 425 a bed b 622 6								latin	unknown	IOB4-425/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-425-b-bed-b-622-6	fam-raw-iob4-425-b-bed-b-622-6	iob4 425 b bed b 622 6								latin	unknown	IOB4-425/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-426-bed-b-622-6	fam-raw-iob4-426-bed-b-622-6	iob4 426 bed b 622 6								latin	unknown	IOB4-426 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-427-b-bed-b-622-6	fam-raw-iob4-427-b-bed-b-622-6	iob4 427 b bed b 622 6								latin	unknown	IOB4-427/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-428-bed-b-622-6	fam-raw-iob4-428-bed-b-622-6	iob4 428 bed b 622 6								latin	unknown	IOB4-428 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-429-bed-b-622-6	fam-raw-iob4-429-bed-b-622-6	iob4 429 bed b 622 6								latin	unknown	IOB4-429 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-430-bed-b-622-6	fam-raw-iob4-430-bed-b-622-6	iob4 430 bed b 622 6								latin	unknown	IOB4-430 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-431-a-bed-b-622-6	fam-raw-iob4-431-a-bed-b-622-6	iob4 431 a bed b 622 6								latin	unknown	IOB4-431/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-431-b-bed-b-622-6	fam-raw-iob4-431-b-bed-b-622-6	iob4 431 b bed b 622 6								latin	unknown	IOB4-431/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-432-a-bed-b-622-6	fam-raw-iob4-432-a-bed-b-622-6	iob4 432 a bed b 622 6								latin	unknown	IOB4-432/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-432-b-bed-b-622-6	fam-raw-iob4-432-b-bed-b-622-6	iob4 432 b bed b 622 6								latin	unknown	IOB4-432/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-433-a	fam-raw-iob4-433-a	IOB4-433/a								latin	unknown	IOB4-433/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-433-b	fam-raw-iob4-433-b	IOB4-433/b								latin	unknown	IOB4-433/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-434-b-bed-b-622-6	fam-raw-iob4-434-b-bed-b-622-6	iob4 434 b bed b 622 6								latin	unknown	IOB4-434/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-435-a-bed-b-623-1	fam-raw-iob4-435-a-bed-b-623-1	iob4 435 a bed b 623 1								latin	unknown	IOB4-435/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-435-b-bed-b-623-1	fam-raw-iob4-435-b-bed-b-623-1	iob4 435 b bed b 623 1								latin	unknown	IOB4-435/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-436-a-bed-b-623-1	fam-raw-iob4-436-a-bed-b-623-1	iob4 436 a bed b 623 1								latin	unknown	IOB4-436/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-436-b-bed-b-623-1	fam-raw-iob4-436-b-bed-b-623-1	iob4 436 b bed b 623 1								latin	unknown	IOB4-436/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-437-b-bed-b-623-1	fam-raw-iob4-437-b-bed-b-623-1	iob4 437 b bed b 623 1								latin	unknown	IOB4-437/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-438-a-bed-b-623-1	fam-raw-iob4-438-a-bed-b-623-1	iob4 438 a bed b 623 1								latin	unknown	IOB4-438/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-438-b-bed-b-623-1	fam-raw-iob4-438-b-bed-b-623-1	iob4 438 b bed b 623 1								latin	unknown	IOB4-438/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-439-a-bed-b-623-1	fam-raw-iob4-439-a-bed-b-623-1	iob4 439 a bed b 623 1								latin	unknown	IOB4-439/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-439-b-bed-b-623-1	fam-raw-iob4-439-b-bed-b-623-1	iob4 439 b bed b 623 1								latin	unknown	IOB4-439/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-440-a-bed-b-623-1	fam-raw-iob4-440-a-bed-b-623-1	iob4 440 a bed b 623 1								latin	unknown	IOB4-440/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-440-b-bed-b-623-1	fam-raw-iob4-440-b-bed-b-623-1	iob4 440 b bed b 623 1								latin	unknown	IOB4-440/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-440-c-bed-b-623-1	fam-raw-iob4-440-c-bed-b-623-1	iob4 440 c bed b 623 1								latin	unknown	IOB4-440/c BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-441-a-bed-b-623-1	fam-raw-iob4-441-a-bed-b-623-1	iob4 441 a bed b 623 1								latin	unknown	IOB4-441/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-441-b-bed-b-623-1	fam-raw-iob4-441-b-bed-b-623-1	iob4 441 b bed b 623 1								latin	unknown	IOB4-441/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-442-a-bed-b-623-1	fam-raw-iob4-442-a-bed-b-623-1	iob4 442 a bed b 623 1								latin	unknown	IOB4-442/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-442-b-bed-b-623-1	fam-raw-iob4-442-b-bed-b-623-1	iob4 442 b bed b 623 1								latin	unknown	IOB4-442/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-443-bed-b-622-6	fam-raw-iob4-443-bed-b-622-6	iob4 443 bed b 622 6								latin	unknown	IOB4-443 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-444-a-bed-b-622-6	fam-raw-iob4-444-a-bed-b-622-6	iob4 444 a bed b 622 6								latin	unknown	IOB4-444/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-444-b-bed-b-623-1	fam-raw-iob4-444-b-bed-b-623-1	iob4 444 b bed b 623 1								latin	unknown	IOB4-444/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-445-a-bed-b-623-1	fam-raw-iob4-445-a-bed-b-623-1	iob4 445 a bed b 623 1								latin	unknown	IOB4-445/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-445-b-bed-b-623-1	fam-raw-iob4-445-b-bed-b-623-1	iob4 445 b bed b 623 1								latin	unknown	IOB4-445/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-445-c-bed-b-623-1	fam-raw-iob4-445-c-bed-b-623-1	iob4 445 c bed b 623 1								latin	unknown	IOB4-445/c BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-446-b-bed-b-623-1	fam-raw-iob4-446-b-bed-b-623-1	iob4 446 b bed b 623 1								latin	unknown	IOB4 446/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-446-c-bed-b-623-1	fam-raw-iob4-446-c-bed-b-623-1	iob4 446 c bed b 623 1								latin	unknown	IOB4-446/c BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-447-bed-b-623-1	fam-raw-iob4-447-bed-b-623-1	iob4 447 bed b 623 1								latin	unknown	IOB4-447 BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-448-a-bed-b-623-1	fam-raw-iob4-448-a-bed-b-623-1	iob4 448 a bed b 623 1								latin	unknown	IOB4-448/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-448-b-bed-b-623-1	fam-raw-iob4-448-b-bed-b-623-1	iob4 448 b bed b 623 1								latin	unknown	IOB4-448/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-448-c-bed-b-623-1	fam-raw-iob4-448-c-bed-b-623-1	iob4 448 c bed b 623 1								latin	unknown	IOB4-448/c BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-449-bed-b-623-1	fam-raw-iob4-449-bed-b-623-1	iob4 449 bed b 623 1								latin	unknown	IOB4-449 BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-450-a-bed-b-623-1	fam-raw-iob4-450-a-bed-b-623-1	iob4 450 a bed b 623 1								latin	unknown	IOB4-450/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-450-b-bed-b-623-1	fam-raw-iob4-450-b-bed-b-623-1	iob4 450 b bed b 623 1								latin	unknown	IOB4-450/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-451-bed-b-623-1	fam-raw-iob4-451-bed-b-623-1	iob4 451 bed b 623 1								latin	unknown	IOB4-451 BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-452-a-bed-b-623-1	fam-raw-iob4-452-a-bed-b-623-1	iob4 452 a bed b 623 1								latin	unknown	IOB4-452/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-452-b-bed-b-623-1	fam-raw-iob4-452-b-bed-b-623-1	iob4 452 b bed b 623 1								latin	unknown	IOB4-452/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-453-a-bed-b-623-1	fam-raw-iob4-453-a-bed-b-623-1	iob4 453 a bed b 623 1								latin	unknown	IOB4-453/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-454-a-bed-b-623-1	fam-raw-iob4-454-a-bed-b-623-1	iob4 454 a bed b 623 1								latin	unknown	IOB4-454/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-454-b-bed-b-623-1	fam-raw-iob4-454-b-bed-b-623-1	iob4 454 b bed b 623 1								latin	unknown	IOB4-454/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-455-a-bed-b-623-1	fam-raw-iob4-455-a-bed-b-623-1	iob4 455 a bed b 623 1								latin	unknown	IOB4-455/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-455-b-bed-b-623-1	fam-raw-iob4-455-b-bed-b-623-1	iob4 455 b bed b 623 1								latin	unknown	IOB4-455/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
